freq_hz,jitter_psd_db,pa_pin_db,pa_out,pa_scr
14550.781249999998,-199.99999997061482,-4.477685616398202,0.44020070750876983,0.4742292150797059
14648.437499999998,-199.99999997090586,-4.4195858036270215,0.4415916177238414,0.46902811496131297
14746.093749999998,-199.99999997289632,-4.361872038972936,0.44296233153539766,0.4638291618288974
14843.749999999998,-199.99999997309277,-4.304539226035294,0.44431296625534167,0.4586326984303654
14941.406249999998,-199.99999997436663,-4.247582368671955,0.44564364035407733,0.45343906233127207
15039.062499999998,-199.99999997595805,-4.1909965683866455,0.4469544734125311,0.44824858592761707
15136.718749999998,-199.99999997609987,-4.134777021800865,0.44824558607480136,0.44306159646016685
15234.374999999998,-199.99999997744115,-4.078919018207088,0.4495171000014436,0.437878416030259
15332.031249999998,-199.9999999778385,-4.023417937200128,0.4507691378233989,0.43269936161704514
15429.687499999998,-199.99999997912627,-3.9682692463837133,0.45200182309656967,0.4275247450961284
15527.343749999998,-199.99999998012103,-3.913468499149401,0.45321528025705105,0.42235487325955035
15624.999999999998,-199.9999999799623,-3.85901133252512,0.45440963457702166,0.4171900478370865
15722.656249999998,-199.9999999817642,-3.8048934650907498,0.45558501212129804,0.4120305655188057
15820.312499999998,-199.99999998133967,-3.7511106949582134,0.45674153970455705,0.4068767179788519
15917.968749999998,-199.99999998294976,-3.6976588978137457,0.45787934484923026,0.40172879190040456
16015.624999999998,-199.99999998326882,-3.644534025020013,0.4589985557440722,0.3965870690017809
16113.281249999998,-199.99999998355466,-3.591732101775931,0.46009930120340536,0.3914518260636322
16210.937499999998,-199.99999998445315,-3.5392492253320764,0.4611817106270444,0.38632333495719956
16308.593749999998,-199.99999998496153,-3.4870815632596877,0.4622459139608993,0.38120186267358575
16406.249999999996,-199.9999999854458,-3.4352253517713387,0.4632920416582619,0.3760876713540041
16503.906249999996,-199.99999998591187,-3.383676894091454,0.46432022464177064,0.37098101832096814
16601.562499999996,-199.9999999864225,-3.332432558874877,0.46533059426606066,0.36588215611037844
16699.218749999996,-199.99999998722956,-3.281488778671827,0.4663232822810924,0.36079133250447465
16796.874999999996,-199.99999998707472,-3.2308420484376077,0.46729842079616263,0.3557087905656115
16894.531249999996,-199.9999999880092,-3.1804889240855077,0.4682561422445941,0.35063476867082355
16992.187499999996,-199.99999998811987,-3.1304260210814143,0.4691965793491036,0.3455695005471422
17089.843749999996,-199.9999999886364,-3.08065001307869,0.4701198650878463,0.3405132153076306
17187.499999999996,-199.99999998894225,-3.0311576305919434,0.4710261326611336,0.33546613748810045
17285.156249999996,-199.99999998957924,-2.9819456597083738,0.4719155154588223,0.33042848708447675
17382.812499999996,-199.99999998973044,-2.933010940835411,0.4727881470283736,0.3254004795907777
17480.468749999996,-199.99999998984546,-2.8843503674834436,0.4736441610435751,0.3203823260376759
17578.124999999996,-199.99999999055728,-2.8359608850824456,0.4744836912739269,0.31537423303160866
17675.781249999996,-199.99999999070621,-2.787839489831394,0.47530687155468426,0.31037640279440604
17773.437499999996,-199.99999999109517,-2.7399832275793745,0.4761138357575551,0.30538903320340677
17871.093749999996,-199.99999999119285,-2.6923891927373482,0.47690471776204635,0.3004123178320282
17968.749999999996,-199.99999999164427,-2.6450545272195685,0.4776796514274566,0.2954464459907655
18066.406249999996,-199.9999999918523,-2.5979764194136856,0.4784387705655077,0.2904916027685858
18164.062499999996,-199.99999999205815,-2.551152103178615,0.4791822089136131,0.28554796907469326
18261.718749999996,-199.99999999243872,-2.504578856869268,0.47991010010877483,0.28061572168063437
18359.374999999996,-199.99999999266976,-2.458254002387293,0.48062257766210614,0.27569503326271794
18457.031249999996,-199.99999999275315,-2.412174904256999,0.4813197749339729,0.2707860724447223
18554.687499999996,-199.99999999305993,-2.366338968725651,0.4820018251097481,0.26588900384086467
18652.343749999996,-199.99999999325212,-2.3207436428873964,0.48266886117617275,0.2610039880990063
18749.999999999996,-199.9999999936236,-2.2753864138300512,0.4833210158983194,0.25613118194406986
18847.656249999996,-199.99999999355106,-2.230264807804051,0.48395842179714915,0.2512707382216452
18945.312499999996,-199.99999999392332,-2.185376389412885,0.4845812111276576,0.24642280594175897
19042.968749999996,-199.99999999415738,-2.140718760824331,0.48518951585760195,0.2415875303227867
19140.624999999996,-199.9999999941847,-2.0962895610018717,0.4857834676468032,0.23676505283548377
19238.281249999996,-199.99999999439223,-2.05208646495566,0.48636319782701737,0.2319555112471151
19335.937499999996,-199.99999999465118,-2.0081071830124553,0.48692883738236686,0.22715903966566237
19433.593749999996,-199.99999999470643,-1.9643494601039448,0.48748051693032723,0.22237576858408722
19531.249999999996,-199.99999999490876,-1.9208110750729044,0.48801836670325993,0.21760582492463362
19628.906249999996,-199.99999999505394,-1.8774898399966595,0.4885425165304855,0.2128493320831458
19726.562499999996,-199.99999999520236,-1.8343835995273363,0.4890530958208904,0.2081064099733879
19824.218749999996,-199.99999999535953,-1.7914902302484026,0.48955023354605803,0.2033771750713446
19921.874999999996,-199.99999999544752,-1.7488076400470167,0.4900340582239178,0.19866174045948543
20019.531249999996,-199.99999999566512,-1.7063337675017263,0.490504697902906,0.19396021587097625
20117.187499999996,-199.99999999570636,-1.6640665812850615,0.4909622801466285,0.18927270773382382
20214.843749999996,-199.9999999958577,-1.6220040795805957,0.4914069320190202,0.1845993192149327
20312.499999999996,-199.99999999590796,-1.5801442895140527,0.4918387800699906,0.17994015026406399
20410.156249999996,-199.99999999618367,-1.5384852665980548,0.4922579503215529,0.17529529765767918
20507.812499999996,-199.99999999618095,-1.4970250941901255,0.49266456825442345,0.17066485504265405
20605.468749999996,-199.99999999627786,-1.4557618829635661,0.4930587587950877,0.16604891297985194
20703.124999999996,-199.99999999645064,-1.4146937703908375,0.4934406463033231,0.16144755898753907
20800.781249999996,-199.99999999652744,-1.3738189202391038,0.493810354560174,0.15686087758463294
20898.437499999996,-199.99999999659988,-1.3331355220775851,0.4941680067563659,0.15228895033376907
20996.093749999996,-199.99999999664809,-1.2926417907963963,0.4945137254811582,0.14773185588417653
21093.749999999996,-199.99999999682836,-1.2523359661365503,0.4948476327116212,0.14318967001434738
21191.406249999996,-199.99999999690112,-1.212216312230813,0.4951698498023354,0.1386624656744948
21289.062499999996,-199.9999999969658,-1.1722811171551184,0.4954804974755008,0.13415031302878433
21386.718749999996,-199.99999999704627,-1.1325286924902407,0.49577969581145304,0.1296532794973292
21484.374999999996,-199.99999999708382,-1.0929573728934625,0.4960675642395747,0.12517142979794457
21582.031249999996,-199.9999999972401,-1.0535655156799462,0.4963442215295985,0.1207048259876455
21679.687499999996,-199.99999999728846,-1.0143515004135586,0.49660978578329074,0.11625352750388358
21777.343749999996,-199.99999999731725,-0.9753137285068929,0.4968643744265121,0.11181759120551381
21874.999999999996,-199.99999999746365,-0.9364506228302344,0.49710810420164325,0.10739707141348236
21972.656249999996,-199.99999999747783,-0.8977606273292394,0.49734109116037406,0.10299201995122953
22070.312499999996,-199.99999999755116,-0.8592422066510887,0.4975634506568426,0.09860248618479853
22167.968749999996,-199.99999999761937,-0.8208938457788952,0.4977752973411233,0.09422851706264566
22265.624999999996,-199.99999999772962,-0.7827140496741459,0.4979767451530517,0.08987015715514408
22363.281249999996,-199.99999999767115,-0.744701342926968,0.49816790731638205,0.08552744869377586
22460.937499999996,-199.99999999782682,-0.7068542694140157,0.49834889633326895,0.08120043161000527
22558.593749999996,-199.99999999788318,-0.6691713919637764,0.4985198239790678,0.07688914357383048
22656.249999999996,-199.99999999789162,-0.6316512920291066,0.4986808012974454,0.07259362003200547
22753.906249999996,-199.99999999797993,-0.594292569366811,0.498831938595795,0.0683138942459302
22851.562499999996,-199.99999999799644,-0.5570938417240814,0.4989733454409486,0.06404999732920266
22949.218749999996,-199.99999999810387,-0.5200537445316223,0.4991051306551806,0.05980195828483039
23046.874999999996,-199.99999999809143,-0.4831709306032916,0.4992274023124941,0.05556980404209553
23144.531249999996,-199.99999999817226,-0.4464440698420916,0.4993402677351867,0.051353559493072354
23242.187499999996,-199.99999999821299,-0.40987184895235,0.4994438334906861,0.04715324752879136
23339.843749999996,-199.99999999826235,-0.373452971157934,0.499538205388651,0.042968889075049636
23437.499999999996,-199.99999999828043,-0.33718615592634843,0.4996234884783302,0.03880050312786173
